,product_name,product_review,user_rating,similarity_score
242,Nectarine Premiere,bottle at share hazy milky pour pale golden  relatively flat big stone fruit aroma light tartness bright sharp nectarine flavors tartness is instant but levels off excellent,4.4,0.69857564
243,Sante Adairius / Triple Rock Cellarman Barrel Aged Saison,pours a mostly clear yellow orange with two fingers of white head smells of light funk lemony citrus earthy oak taste follows lemon oak funk green apple tartness quite crisp and refreshing overall very balanced excellent example of the style my first from sara didnt disappoint,4.54,0.698560687
244,West Ashley,batch 12 consumed 91216a hazy vibrant glowing goldorange in the glass this is a beautiful looking beer that looks like pure sunlight little to no head a few medium soapy bubbles on the pour but a thin ring of tiny bubbles sits on the edge of the glass a few wisps of lacing with some alcohol legs for sures big musky funk character accompanied by huge tart apricot notes more prevalent oaky pinot noir aroma fades as it warms succumbing to the tart juicy fruitiness bits of lemon and citrus but nothing overly acidict tons of tart apricot up front the apricot notes change tremendously as it warms becoming sweeter and incredibly juicy the final sips tasted like straight apricot juiceabsolutely insane bits of musty cheeserindy funk but mostly just zesty tart juicy fresh fruit apricot is of course dominant but but supporting roles are also played by green apple lemon and peachm medium bodied feel with bright effervescent carbonation that glides across the tongue not a particularly creamy beer but the unfiltered nature of the beer adds a certain weight to it it has medium plus sourness but nothing overly acidic its quite dry from the start yet so clean making for an extremely drinkable souro i feel slightly embarrassed to say it but this is one of the first sours ive truly sat down to enjoy and review but damn am i lucky to have such a perfect introduction to the style an incredible balance of tart juicy fruit oak barrel and musty rindy funk blends with an effervescent yet delicate feel to provide an incredible drinking experience for such a sour beer west ashley is refreshing and clean enough to go down very easily looking forward to delving deeper into sours moving forward,4.64,0.698513406
245,Black & Wild,poured into a long stemmed side project tulip from a 750ml bottlepours a nice black color with some mahogany edges and slight ruby hues there is no head to be seen as expectedwow the aroma is intense cherry and vanilla notes completely acidic tartness can be perceived in the nose that almost singes the nostrils but in a good way these notes are then tempered slightly by some mild sugary barrel sweetness that has some vanilla spice to it in the nose as it warms there are tons of sour cherry notes perceived in the nose tart tart tart with enough sweetness to slightly round out the sharp edges amazing notes of cherry and vanillaflavor starts off with intense tartness pretty acidic definitely a delicious sipper flavor starts off with acidic tartness that then transforms into a nice fruit cherry tartness with some great notes of woody barrel on the background there are some slight vanilla notes present that help give the brew a bit of a sweet edge but they only really compliments the intense tart cherry notes for this brew the woody notes really compliments the beer as it warms and almost helps to add to the intensity mouthfeel is silky smooth and the near zero carbonation is perfectanother sour gem from cory king the layer complexities are very prevalent and vivid and the intense cherry notes shine on their own great american wild,4.65,0.69847621
246,Ghost In The Machine,serving 12 oz bottle “manifested of 061119” poured into a spiegelau ipa glassappearance deeply hazy golden yellow with a short lush head of white foam and streaky lacesmell layered aromas of citrus juices tropical fruit and green onion danktaste bursting with juicy orange and grapefruit along with papaya guava and pineapple some caramel sweetness and and crisp pine bitterness round things out green onion vegetal notes sneak in between sipsmouthfeel medium body creamy smooth feel and moderate bitternessoverall smooth juicy and surprisingly balanced despite being overloaded with hops while increasingly not my favorite style ghost is exceedingly well done,4.33,0.698319628
247,Ghost In The Machine,12 ounce bottle into tulip glass bottled on 8232019 pours opaquely hazy deep goldenorangeamber color with a 2 finger dense and rocky off white head with amazing retention that reduces to a large cap that lasts thick foamy lacing clings on the glass with a fair amount of streaming carbonation amazing appearance aromas of big tangerine orange juice grapefruit lemon peach pear pineapple apricot passion fruit papaya mango honeydew melon gooseberry citrus peelzest wood onion light peppercornpine wheat white bread dough biscuit light honeytoast and herbalfloralgrassy earthiness damn nice aromas with great balance and complexity of citrusfruitytropicalfairly earthy hops and bready malt notes with big strength taste of huge tangerine orange juice grapefruit lemon peach pear pineapple apricot passion fruit papaya mango honeydew melon gooseberry citrus peelzest wood onion light peppercornpine wheat white bread dough biscuit light honeytoast and herbalfloralgrassy earthiness very mild herbal floral woody grassy spicy bitterness on the finish lingering notes of tangerine orange juice grapefruit lemon peach pear pineapple apricot passion fruit papaya mango honeydew melon gooseberry citrus peelzest wood onion light peppercornpine wheat white bread dough biscuit light honeytoast and herbalfloralgrassy earthiness on the finish for a while incredible complexity robustness and balance of citrusfruitytropicalfairly earthy hops and bready malt flavors with a fantastic maltbitterness balance and no cloyingastringent flavors after the finish lightly increasing dryness from lingering bitterness medium carbonation and mediumplus body with a very smooth creamysilkybready lightly sticky and slightly resinous mouthfeel that is fantastic minimal warming alcohol after the finish for 8 overall this is an incredible nedipa all around fantastic complexity robustness and balance of citrusfruitytropicalfairly earthy hops and bready malt flavors very smooth and easy to drink for the abv with the mildly bitterdrying finish fantastic softsilky feel for the abv amazing citra hop showcase extremely juicy vibrant and fairly dankearthy hops with a perfectly balanced wheatoatmalt backbone light residual sweetness with lingering dryness a highly enjoyable offering and outstanding spot on style example loved the hop profile as expected,4.28,0.698265988
248,Cutting Tiles (Galaxy),16oz can breaking in the new trillium snifter bright hazy golden yellow body one finger frothy and thick latte white head plenty of retention lots of lacing looks positively appetizing smell is massive galaxy aromatics tropical fruit grapefruit mild herbal spice floral notes mild caramel the honey isnt really present here on the nose but on the palate its there in spades at the end and finish for sure its a wonderful mild honey sweetness that lingers for a while mildmoderate spicy bitterness otherwise big but relatively balanced galaxy and caramel malt this is pretty delicious and the honeyed finish is really really very nice medium fuller bodied good carbonation silky smooth with a slight dry floral and herbal resin that is supplanted by a mild lingering sweet honey,4.44,0.698244584
249,Supplication,bottled 72117 consumed 9219wow there is a lot going on here cherry skin minerality earthy must woody oak quality mellow vanilla sweetness vinous quality of red wine musty grape skin wet earth herbaceous and slightly floral rose petals very mellow aciditiy hinting at some bright fruity qualities of tart apple and lemon overall this one has a ton of depth but drinks really easy a wonderful treat,4.85,0.698137949
250,Flora - Blueberry,2019 vintagethis one pours a deep but clear red color with a small head and a lot of lacingi had heard that there was some smokyplasticky offflavors in this batch  luckily its just delicious funky blueberry goodness on the nose with tart blueberry skin and juice lemon toasty oak grassy funk and a sort of mineralitysome of the flora variants kind of overwhelm the delicate and absolutely delicious flora base this does that less than normal as you get that lemonycitrusygrassy flavor still fairly strongly the blueberry is expressed well still and strongly featured here mostly tart and sour but with a slight juicy sweetnessthis is light bodied crisp and pretty clean with not lingering sourness on the back end its quite drinkablethis is definitely near the top of the fruited flora pantheon  its really nice stuff,4.43,0.698084049
251,Society & Solitude #6,so the beer pours a rich looking apricot amber color with pretty decent head retention and light lacing on the nose theres a huge aroma of mango papaya apricot and pineapple the mosaic hop presence is pretty pronounced in this bad boy the flavor profile replicates the nose pretty closely but the tropical fruit flavor wasnt as intense as i was expecting mouthfeel was also a bit less full than i was expecting though i appreciate the fairly light dry and moderately bitter finish in this beer the finish is very clean in this beer and the alcohol is very well integrated into the flavor profile so drinkability is pretty good this is a very good dipa for sure though i dont think it quite matches up with the 7 version i tried last night however i think a bit more sweetness and richness on the palate would improve this dipa immenselystill a very good beer from the folks at hf,4.3,0.69807724
252,Hop JuJu Imperial IPA,brilliant copper amber body clear with some haze from the chill three finger white creamy head with some serious staying power nice sticky weblike lace fresh pine and compost in the aroma mingles with tropical fruit which comes more alive as it warms the malts are wonderfully bready with a touch of honey the taste is complex yet balanced tropical fruit juices pineapple mangos and papaya citrus rind and herbal hops towards the middle with a wonderful piney spice at the end a touch grainy but mostly bready malts hints of honey sweetness throughout medium bodied with medium carbonation resin like mouth feel but not too heavy lovely dry finish with a bite from the alcoholperfect balance between the malt and the hops hop profile very balanced for such an aggressive beer,4.63,0.69799039
253,The Broken Truck,batch 3 poured into de garde shooter glass pours semi clear with minimal head that dissipates quick aroma is funk and oak flavor is an explosion of funk and oaklots of barrel in this yet so perfectly balanced feel is high carb light on the palate champagne like overall outstanding wild ale funky tart and oaky,4.59,0.697928822
254,Everett Porter,enjoying a 2013 vintage obtained in trade which is apparently not recommended but i still find it one of the best porters ive ever had no signs of significant oxidation and the floral hop character is extremely delicate surrounded by dark chocolate earthy coldbrew coffee and oats moderately full body and luscious silky mouthfeel perfect degree of carbonation and a light mediumdry finish,4.41,0.697874326
255,In Perpetuity,appearance is pretty standard tree house haze with good carbonation aroma is citrus and some dank ness the taste is some orange citrus zest earthy hops and a little dankness rounding it out mouthfeel is also amazing as per usual tree house creamy slick medium but also a little light not thin just very easy drinking with adequate carbonation overall this is very good i’m in the 425 range,4.27,0.697836883
256,Aurelian Lure,hazy orange body with a bubbly white head aromas of oak vanilla stone fruit the apricot character is not especially assertive while the beer is certainly tasty its less extraordinary than i hoped  expected lightly sweet mild to medium tartness and a subtle acetic quality in the finish good stuff,4.1,0.697786
257,Oude Geuze Cuvée Armand & Gaston,currently 184 in the top 250 beers list and the 7 gueuzeblend 29 of the 20172018 season 35yr lambic brewed in 2014 13 for a 6oz bottle pour during zwanze day at avenue pub in new orleans lapours a supple 2cm white head that reduces to 5cm within a minute and stays there another 10 body is a vibrant orange translucent yet nontransparent i see no yeastlees within but i didnt see the level of liquid in the bottlearoma hay lambic funkiness brettanomyces bruxellensis and intricate bacterial aromatics lacks the cereal grain notes i tend to shy away from in gueuze obvious acidity smacky lactic acid subtle blips of white oak apple cider vinegar dried lemon a kiss of barrel vanillin microfloral complexitya lovely aroma as close to perfect in the style as ive found besting my memory of cantillontaste  texture smacky dry and tart accentuating its supple orchard fruit notes of green appleapple skin pear and rustic lemon rife with clean funkiness that lacks any leathery or barnyard bend clinging neatly to the understated oaky cedary wood notesno overt cereal grains here 2rowpils malt is perfectly attenuated by the complex scoby of lactobacillus lambicus yeast brettanomyces bruxellensis and wild yeasts yeasty complexity is ample and theres a rich abundance of microflora definitely a miracle of spontaneous fermentationperfectly balanced yet each of its flavours is subtle playing neatly into an impossibly gestalt whole that exceeds the sum of its partstart and acidic sour but not puckeringmaybe a 5610 in terms of sour intensity finishes with lingering dried lemonpeppercorn and spicy clove weave in and out dried limeperfectly carbonated as refreshing as they come offflavour freeoverall everything i want in a gueuze i find no faults one of the liveliest beers out there and easily my favourite gueuze to date the way the ideal acidity accentuates its flavour profile  elevating its microfloral spontaneous yeasty bacterial life  is truly standouthigh a  excellent,4.5,0.697754658
258,Oude Geuze Golden Blend,shimmering burnt honey amber with a large fuzzy white foam that clings in very large ridgesthis 4 or more year old blend is very crackery and toasty of sesame seed character with a super mature mild sourness that at first contributes lemon grapefruit and complex spicy funk that is far more balanced and mellow than a younger blend might be as it comes to temperature cracked black pepper and apple cider develop bringing this to a very comforting old world delightgolden blend has a medium body with a light froth and a tingly dry finishwhat a fantastic brew,4.36,0.697725211
259,Nectarine Premiere,a pours a light straw color sodalike fizz with almost no heads a big earthyhorseblanket brett pielike sugary lemon nectarine peach and a little lactic tartness the brett is fairly dominantt nice mix of white wine nectarine peach a bit of lemon moderate earthy funk toned down a bit from the nose with mediumlight tartness the wine is prominent and adds a sweet roundness which cuts the tart and adds a really nice dimension shortish finishm light bodied effervescent with mediumhigh carbonationo really exceptional and refreshing nice blend of brett citrus fruit and wine with light tartness which doesn’t limit drinkability the taste is better balanced than the brettdominant but still appealing nose,4.63,0.69757044
260,Society & Solitude #5,appearance  pours slightly dull opaque yellow with a dense white head strings of lacing around the glassaroma  aroma leans to a slightly sweet citrus with a nice grain aroma mild mango light tangerine mild dank weed aroma not much bitternesstaste  ripe mango citrus peel the new zealand hops are prominent nice earthy taste mild floral flavor great ripe citrus flavorsfeel  medium bodied soft pretty dry finishoverall  really well done ipa really earthy easy drinking,4.56,0.697568124
261,Sante Adairius / Triple Rock Cellarman Barrel Aged Saison,picked up a bottle togo at the brewery enjoyed a few hours latergolden hue with a thin head that fades quickly light effervescencearoma is tart and crisp citrus  lemon and persimmon  with an oaky and earthy backdropdry and acidic nothing jammy or enamelstripingtartlight refined prickly but not sharp,4.25,0.697563488
262,Consecration,a  very dark amber reddish 34 inch head that dissipates quickly active bubblings  wine cherries prunest  sour cherries and grapefruit but sourness not overly powerful mild bitternessm  medium body crisp from carbonation and medium boozinesso  tons of flavor fantastic smell very palatable sour for nonsour drinkers,4.45,0.697518279
263,Art,750ml bottle batch 4 served in a snifter glass pours a clear goldenyellow body slight straw hue one finger thick white head good retention not much lacing smell is brilliant funk white vinous character mildmoderate vinegar acidity light oak minerals a bit of underripe peach wonderful stuff so complex flavour is similar there is more of a moderate acidic presence behind the oak and white vinous character light cereal grain mineral and cobweb funk this is one of the best saisons as far as the flavour goes the complexity is fantastic mouthfeel is medium bodied tart and a little dry and the glass seems to empty itself a bit too quickly strangely enough vinous and light vinegar acidity finishes things off overall fantastic beer that is up there amongst the best of the style,4.71,0.697490749
264,Dinner,32 oz crowler poured into a tekua a slightly hazy golden orange with a two finger white heads blueberries melons peaches citrus hints of tropical fruits earthy a little piney dankness hints of caramel malts incredibly well balanced noset melons peaches citrus some blueberries touch of tropical fruits earth nice piney finish again this has an amazing balance of flavorsm smooth light to medium bodyo very easy to drink and well balanced no one flavor takes center stage and they all work well together the balance reminds me a lot of pliny the elder this is a very impressive beer,4.77,0.697440078
265,Permanent Funeral,i love a creamy citrusy ipa and to me this is the premier example the mouth feel is perfectly creamy and thick with a hoppy complex nose it finishes strong all the way through the aftertaste,4.86,0.697413586
266,Gggreennn!,canned 100819 so exactly six days agoa pours a light creamy orange with two fingers of dense foamy head excellent retention and generous lacings tangerine pineapple pith hay nicely integrated and decently appealingt grass hay mild tangerine and pith a bit of pineapple and lime finishes with a mild lingering bitternesspithiness the mild sweetness is on the lower end for this stylem creamy mediumfull body with mediumlight carbonation that doesn’t do much to cut the creaminess no alcoholo pretty tasty but not outofthisworld good,4.31,0.697409956
267,Citra,had on tap at krbc unremarkable head at beginningbut stunning rich amber honey color and outstanding lacing full hop aroma and a citrus bomb for flavor so clean and drinkable reamarkabke easy for an 8 dipa definitely built in the malts perfectly yep lived up to the hype,4.42,0.697388948
268,Mornin' Delight,2019 bottle poured highly viscous motor oil with a beige head that disappeared quickly the aromas is heavy in rich sweet maple just a little coffee in the background as well as vanilla the taste is precisely the same mega doses of sweet maple the coffee comes in but more like an afterthought gives a mocha flavor with vanilla and some cocoa i find this stout sweet decadent as well as robust it lends a nice full bodied mouthfeel with no alcohol warmth overall it provides massive amounts of maple yes its no doubt a breakfast stout but i do kinda wish there was more coffee to help balanced out the sweetness but nonetheless this is a spectacular stout,4.5,0.697361056
269,Damon (Bourbon Barrel Aged),2019 bottle minimal foam head upon aggressive pour with color being deep deep dark brown with caramel color foam that disappears quickly aroma is of rich bourbon barrel sweetness which also is beautifully present in the flavor the barrel presence and sweetness shines without coming across too boozy still somehow very smooth and balanced the mouthfeel is perfect especially as it warms and thicker than 2018 damon  this beer should be served and consumed around 1012 degrees chill farmstead does it again,4.68,0.69723637
270,Citra,ondraught at verdugo bar los angeles ive waited a long time to try this one30cl for 8 usd 8 abv imperial ipapours a glowing orange body of average vibrance no yeast or lees are visible head is white coating and thick head retention is good for the high abv  8 minutes leaves scattered lacing on the sides of the glass as the head recedesaroma orange creamsicle fresh orange peel fragrant citrus a blip of rind tangerine has concomitant bitterness but its nevertheless well balanced suggests an imperial ipa with a welldisguised abv plenty of hop pungency and good depth of flavouraromatic intensity is average im eager to try it very fresh and vividtaste undertones of orange creamsicle and candied citrus peel orange tangerine maybe even mango underscore this fresh citrusy brew juicy but adequately bitter with pale malts keeping the hops in check resulting in an impressively well balanced beergood depth of flavour above average flavour duration and intensityi wouldnt say its complex but there is some intricate layering of citrusy flavours that amounts to a beer with a nice diversity of citrusy flavours exceeds the sum of its parts but its far from the most busy imperial ipa out therenitpicking it could be more vivid fresh andor juicy but its very wellbalanced as ismouthfeel creamy soft medium to fullbodied smooth wet not oily hot boozy astringent harsh rough or scratchy wellcarbonatedoverall ludicrously drinkable for an 8 imperial ipa its balance really sets it apart i can see why its regarded as one of the very best in the style and it showcases its hop selection extremely well up there with alpinebrewed alpine beers in my estimation and very well executed but id balk at the idea of waiting in line for itone of the best expressions of the style ive tried to date but i can imagine it better if orange creamsicle iipas are your bag but you want more bitterness and hop pungency than the hazy ipa fad offers without the yogurty tang of a hill farmstead expression of the style this is the beer for youreally damn tastyb 384  very good,3.84,0.697229164
271,King Sue,date canned on 081919 enjoyed on 090919appearance sound the haze alarm sue looks like a glass of full on fresh pureed oranges with a finger and a half of sudsy almost whipped cream looking white colored head just straight up bright almost floresant orange in color but a thick and chewy looking beastaroma pow up front there is just this huge blast of tropical fruits but it is a very multifaceted aspect as the mango brings a thick syrupy sweet element while the pineapple and orange contribute a juicy sweetness as well they also have a soft and at times somewhat acidic quality the more i try to pick out another part the orange i get underneath all the various fruity aromas there is an awesome slightly dank but very pungent ultra green and herbal dry hopping component it may not be the most varied nose ever but its what toppling goliath has managed to do with it that is the most impressivetaste the first sip is a well balanced mixture of equal parts assorted citrus fruits and that incredibly thick almost blanket like dry hopping which brings in pine some grapefruit and a mild dankness much like on the nose the mango orange and pineapple have a unique ability to feel at once soft and sweet yet sharply acidic at the same time bitterness is present but doesnt taste like it is anywhere approaching 100 ibus beyond this point the taste doesnt change all that much and these aspects tend to carry through to the end which is just fine out of the back end there is a mildly aggressive hop bite that becomes more assertive as the beer warms coming up to temperature also unleashes more flavors of orange much like was the case with the aroma there is also a tartness which brings to mind kiwi nothing overt but it is there the texture is full and mostly creamy with some active carbonation i probably lean more toward west coast ipas but what really does it for me here is the magnificently pungent almost explosive dry hopping that surrounds everything,4.49,0.697201049
272,Nelson,its a light gold color the appearance is not representative of the overall huge flavor it has the smell is fresh like orange juice and very piney the taste is super refreshing and light and very flavorful and the ending notes are exceptionally loaded with fresh hops its very high on the drinkability scale its an amazing beer in the ipa category,4.63,0.697091164
273,Birth Of Tragedy,black color with creamy brownish head aroma is spicy with some liquorice and aromatic herbs also dark fruits and whiskey taste is bittersweet roasty chocolate forward with well integrated bourbon medium to full bodied with soft mouthfeel overall its a really well balanced and tasty beer,4.6,0.69696514
274,Doubleganger,16 oz can dated 82819 poured into ocelot becher glassl goldenorange color nice 2f white fluffy head good retention leaves lots of webbed lacing and a cap and rings very tropical in nature mango and pineapple predominate some lime rind and tangerine as well somewhat dank and earthyt generally follows nose quite heavy on the ripe tropical fruit and an increased sense of earthiness on the finish light malts but those largely are an afterthoughtf mediumbodied lightly carbonated solid construction nice soft rounded fruity flavors and quite well balanced drinks easily for all thato doppleganger but more so the entire alter ego family is pretty awesome,4.53,0.696951092
275,Saison Du Fermier,batch 4 drank in a wine glass on 832017l  slightly hazy yellowthin white head little lacingst  white wine strong oak lemon fresh cut grass hay slight funk little green apple and grapef  smooth as a babys bottom really soft but dense subtle tartnessoverall  incredibly done not overly complex but really enjoyable totally understandable that this is the base for some of the best fruited saisons on the planet,4.5,0.696919118
276,Framboos,foggy burnt red with a soft burnt white collarsmell is a perfectly excellent expression of seedy raspberry with hints of sticky sweetness and light funkinesstaste is a little funkier with a lightly sharp raspberry sourness accented by hints of sweet tarts and spree its a bit less impressive on the palate than i expected with a crisp froth and a paper dry finish,4.27,0.696903816
277,Society & Solitude #6,look very hazy bright orangeyellow appearence white head with plenty of lacing smell huge tropical hop aroma papaya pineapple taste some tropicalorange hop flavor that starts sweet but ends in a citrus rind resin bitterness feel extremely drinkable moderate to mild carbonation medium body overall extremely clean while also having a big hop punch nice balance witht he sweetnes but assertive bitterness,4.46,0.696862667
278,Consecration,taster at brewery dark amber with small ring of head soft fruity aroma brett taste is smooth and sweet mildly tart subdued but complex this is what sours should be simple and clean approachable,4.03,0.696850942
279,Weihenstephaner Hefeweissbier,112oz bottle  no discernible date  poured into a flared pint at 44fpours a fully cloudy honey golden with three fingers of completely dense fiamy white head which holds its shape for several minutesnose sweet soft creamy wheat grain with an incredible classic yeast aroma  bringing an explosion of bubblegum a hint of clove unripe banana and some fruity undertones atop a warm loaf of fresh bread theres the faintest suggestion of orange rind and some mulling spice tucked in as wellpalate first sip brings that creamy grainy wheat flavour with surprisingly little sweetness the fruity yeast esters follow with more bubblegum faint clove green banana apple faint clove and some german hop florals its very clean crisp and tame theres a subtle spicy kick before the finish which brings more bubblegum wheat grain german hop notes lots of clove and a very toned down bitterness compared to american hefewiezensmouthfeelbody the beer is fairly light in body  crisp  with a noticeable softness to the feel the soft wheat coats yhe tongue and gives some nice texture effervescence is lively but not aggressive or prickly everything feels appropriate for the styleoverall hefeweizens are not a favourite style of mine nevertheless i try to look at everything as objectively as i can this is probably the most enjoyable hefeweizen ive had this far it feela incredibly refined and complete with no rough edges or off flavours unlike many american offerings it isnt overhopped or spiced in any way it isnt a complex beer whatsoever it isnt wildly unique or groundbreaking its a very classic style after all it is on the other hand a really great example of beer in its most simple classic original form a true german offering it may not br a glass to dive in and study but it sure hits the spot when you want a cold beer and this will certainly pair very nicely with many dishes,4.22,0.696780218
280,Galaxy Dry Hopped Fort Point Pale Ale,got a pour into a growler so very very freshpours a rich orange gold color fully opaque with a two finger offwhite head that leaves sporadic lacingaroma is dense and pungent with tangy citrus notes this is pretty intense and rockintaste is also very strong with upfront citrus hops that blast the tongue the flavors turn into a more measured excellent citrus taste with a sweet base behind it bitterness is fairly weakfeel is very soft and lightly stickythis is just a fantastic beer  not sure i can call it a pale ale with a 66 alcohol and such a full flavor this is just an awesome variant on fort point which is already a great beer from trillium really worth the high ratings,4.79,0.696631352
281,Mastermind,cloudy straw color with moderate white head that desipates quickly aroma is hoppy with a hint of citrus taste is a nice balance of hoppy and citrus that is very smooth,4.52,0.696603613
282,Parabola,100th review  a decent little start at least 2019 another fantastic addition to my parabola verticals  this is the beer that keeps on giving year after year uniquely beautiful earth and fire dark garnet in color perfectly clear and rather more transparent than you might expect wonderful rich nose with milk chocolate dark chocolate biscuity malts and espresso if i would ever give any beer a 55 for anything which i won’t i’d give parabola that perfect score for taste if i could give it a 495 i would it is so wonderfully deep and rich and delicate and complex i can’t even really begin to describe it taste it for yourself the mouthfeel is also world class light and chewy at the same time just about as good as it gets so this was so good i decided to pull a 2016 out of my cellar and try it against the fresh well there just aren’t enough superlative adjectives in the english language to adequately describe this beerdrinking experience i could resort to long strings of expletives but that would be rather gauche suffice to say that everything great about the 2019 has improved markedly in the threeyearold version richer more smoothly blended better integrated abv more thunderously powerful blowyoursocksoff intensity unbelievably wonderful i’ve upped the numerical score to reflect this amazing beer’s potential for cellaring,4.74,0.696553487
283,Lou Pepe - Gueuze,2010 vintage at akkuratpours a clear golden orange with thick soapy foamsmell is very tart with notes of lemon seville oranges and grapefruit covering a slight funkinesstaste is amazing perfect superbly balanced acidity and sourness with huge notes of citrus and some funk and hay in the back so deep and complex its almost a shame to finish itmouthfeel is thin and effervescentoverall this is like the regular gueuze on steroids so deep and complex but still not overwhelming a masterpiece,4.73,0.696516923
284,King JJJuliusss,drank from a 1 pint can purchased at tree house brewing company charlton ma 061219 served in a tekucloudy marigold yellow appearance the nearly opaque body was topped by a frothy fingertall bright white crown that slowly receded a wall of streaky spotty lacing coated the glass and stuck around almost until the drink’s endthe nose was amazingly hoppy and fruity huge tropical fruit presence guava and mango came through big time loads of honeydew melon too there was an intense peachy quality as well along with a touch of dankness appropriately sweet for the style as the beer sat citrus notes appeared as did a subtle boozinessthe favor was also fantastic punchy melon notes led things off on the front end generic tropical fruit notes were also apparent citrus came through in the center nice melding of juicy orange and tangerine flesh some pithy citrus peel appeared on the back end and the finish moderately bitter with time the bitterness decreased but some booze appearedoutstanding soft creamy plush mouthfeel fuller bodied for the style the liquid contained a super fine fairly zippy effervescence that fluffed up beautifully on the palate signature tree houseas much as i enjoyed king jjjuliusss it seemed fairly similar to the other julius variants overall a very impressive offering though probably not the greatest hoppy beer on the planet,4.72,0.696419433
285,Bourbon Barrel Champion Ground,back as pitch with a thin and light tan head wonderfully rich coffee on the nose less bourbon than typical for the brewery but still added to the otherwise simplistic brew this is in my top two or three for certain though as what it lacks in complexity it more than makes up for in execution and refinement,4.67,0.69641517
286,Ground State,2018 releasea pours black with a half finger of colalike dark brown head average retention and almost no lacings strong coffee light cocoa and vanilla bean and mild rounded bourbont rich and strong coffee dominate the flavor alongside a light but very well integrated sweetness dry oak and bourbon mild roastiness and mouthcoating coffee through a long finishm mediumfull body chewy with mediumlight but cutting carbonationo bottle logic proves again its deftness with its barrel program coffee dominates but the base and barrel provide nice though admittedly light accents the only knock on this is that it might be considered a bit onedimensional and i’m not getting any maple flavor,4.45,0.696410696
287,3rd Anniversary Imperial IPA,great murky color super smooth i would have bet anything that this wasnt 10 complex danky citrus tropical aroma and flavors that match there was an enticing sweetness to the aroma and flavor as well made it smoother among my top ipas all time,5,0.696340206
288,Supplication,pours a reddishbrownish orange with fine soft headsmell is tart and oaky with notes of cherries red wine grapefruit and orange rindtaste is tart and funky with notes of cherries oak and citrus very subtle and balanced with a dry almost coarse finishmouthfeel is medium with bright carbonationoverall a really nice sour that is subtle and well made but maybe not as exceptional as i had hoped,4.02,0.69620617
289,Double Dry Hopped All Citra Everything,poured into a snifter a very hazy bright yellow color with a medium sized white head great lacing in the glass the nose was bursting with tangerine orange and mango taste followed really fantastic bright fruit flavors some crackery malt and also subtle dank earthy notes feel was very soft and bitterness was low a slightly thick but clean finish deserving of its reputation,4.49,0.696101168
290,Swish,absolutely fantastic ne style ipa i’m coming to love this brewery canned date 101619 so this was incredibly fresh pours a luscious yellow hazy color with great fluffy white head and nice rings of lingering lacing that cling nicely smells of ripe tropical fruity hops  tangerine grapefruit mango guava pineapple lemon papaya also malt creamy vanilla bread and a little floral and herbal hops taste follows the nose very juicy and balanced and great depth higher abv was very wellhidden smooth sticky luscious soft mouthfeel that coated the palate and perfect amount of carbonation an outstanding beer,4.43,0.695962861
291,All That Is And All That Ever Will Be,canned on 916 opened on 1008 looks like almost black  coffeechocolatecocoa tastes and sweetness is nice balanced level quite smooth tasty with medium carbo might be good as dessert beer  abv 65,4.43,0.695937961
292,Mastermind,can dated 101617 into pint glass pours a hazy yellowishamber with an offwhite head that dissipates fairly quickly initial impression is juicy citrus caramel tropical fruit pineapple and a slight piney hops bitterness very smooth nicely balanced mouthfeel is quite hefty carbonation is on the light side finish is sweet fading to a slight bitterness on the back of the tongue very very well done,4.28,0.695858556
293,Double Dry Hopped Mylar Bags,drinking this at over a month old as i received in a trade past optimal freshness pours out a hazed golden color with a dense and creamy bright white head that leaves excellent lacing nose is somewhat subdued some dank and citric notes playing with a sweetish malt quality on palate it pops a little more and brings ripe mango soft peach grapefruit orange herbaceous grassy note sweet bready malts danky earth and a mellow hit of slightly resinous pine on the finish super well balanced and rounded perhaps due in part to the age would love to try this fresh but hot dayummm this one held up nicely cheers,4.46,0.695816823
294,Abricot Du Fermier,easily the best apricot sour ive had so much fruit and balanced acidity it works incredibly well hard to believe this is 8 great offering wish i had more,4.85,0.695795562
295,Sure Bet,650ml bottle purchased fresh poured into a pipeworks ninja teku glass enjoyed on 8317 reviewed from tasting journalthe beer pours a copper color displays chill haze with some orange hues and a foamy white head that has great retention and lace the aroma is very good tons of tropical fruits loads of mango puree citrus pineapple nicely floral with a strong malt backbone sweet and bready with lightly warm alcohol the flavors are nice juicy mango lots of fruitiness with a lightly piney and resinous counterbalance moderate bitterness with strong sweet pale grains and warm alcohol the mouthfeel is good coating medium body that is creamy and smooth with a warm and dry finishverdict a very good ipa from pipeworks tons of mango tons of tropical fruits really bright and refreshing but more malty and sweet than id prefer and the warm alcohol is a consistent issue for me with pipeworks ipas very good beer but not quite rising to the upper echelons of the style,4,0.695721725
